Header_Identifier,Date_Latest,Metadata_Identifier,Metadata_Identifier_Handle_ID,Metadata_Identifier_CMS_ID,Metadata_Identifier_Accession_ID,Metadata_Identifier_File_ID,URL
uni_melb/granger/04.0173-fs8-small,2021-04-18T10:22:00Z,04.0173-fs8-small,,,,04.0173-fs8-small,https://hgrqtmovrbvpvxjqungh.supabase.co/storage/v1/object/public/biblio-ai-public/uni_melb/granger/04.0173-fs8-small.png?t=2022-10-14T02%3A54%3A55.124Z
uni_melb/granger/04.0189-fs8-small,2021-04-18T10:22:00Z,04.0189-fs8-small,,,,04.0189-fs8-small,https://hgrqtmovrbvpvxjqungh.supabase.co/storage/v1/object/public/biblio-ai-public/uni_melb/granger/04.0189-fs8-small.png?t=2022-10-14T02%3A54%3A55.124Z
